Year,Race,Driver,Stint,Compound,StintLength
2020,Turkish Grand Prix,RIC,3,INTERMEDIATE,26
2020,Turkish Grand Prix,RAI,3,INTERMEDIATE,20
2020,Turkish Grand Prix,LAT,3,INTERMEDIATE,1
2020,Turkish Grand Prix,LEC,3,INTERMEDIATE,28
2020,Turkish Grand Prix,OCO,3,INTERMEDIATE,47
2020,Turkish Grand Prix,MAG,3,INTERMEDIATE,21
2020,Turkish Grand Prix,RUS,3,INTERMEDIATE,15
2020,Turkish Grand Prix,VET,3,INTERMEDIATE,25
2020,Turkish Grand Prix,RAI,4,INTERMEDIATE,7
2020,Turkish Grand Prix,VER,4,INTERMEDIATE,15
2020,Bahrain Grand Prix,ALB,1,MEDIUM,1
2020,Bahrain Grand Prix,VET,1,MEDIUM,1
2020,Bahrain Grand Prix,VER,1,MEDIUM,1
2020,Bahrain Grand Prix,STR,1,MEDIUM,1
2020,Bahrain Grand Prix,SAI,1,SOFT,1
2020,Bahrain Grand Prix,RUS,1,MEDIUM,1
2020,Bahrain Grand Prix,RIC,1,MEDIUM,1
2020,Bahrain Grand Prix,RAI,1,MEDIUM,1
2020,Bahrain Grand Prix,PER,1,MEDIUM,1
2020,Bahrain Grand Prix,OCO,1,MEDIUM,1
2020,Bahrain Grand Prix,MAG,1,MEDIUM,1
2020,Bahrain Grand Prix,LEC,1,HARD,1
2020,Bahrain Grand Prix,LAT,1,HARD,1
2020,Bahrain Grand Prix,KVY,1,MEDIUM,1
2020,Bahrain Grand Prix,HAM,1,MEDIUM,1
2020,Bahrain Grand Prix,GRO,1,HARD,1
2020,Bahrain Grand Prix,NOR,1,MEDIUM,1
2020,Bahrain Grand Prix,GAS,1,MEDIUM,1
2020,Bahrain Grand Prix,GIO,1,MEDIUM,1
2020,Bahrain Grand Prix,BOT,1,MEDIUM,1
2020,Bahrain Grand Prix,LEC,2,MEDIUM,22
2020,Bahrain Grand Prix,STR,2,MEDIUM,1
2020,Bahrain Grand Prix,NOR,2,MEDIUM,17
2020,Bahrain Grand Prix,RUS,2,MEDIUM,19
2020,Bahrain Grand Prix,VER,2,MEDIUM,19
2020,Bahrain Grand Prix,SAI,2,SOFT,20
2020,Bahrain Grand Prix,MAG,2,HARD,2
2020,Bahrain Grand Prix,GAS,2,HARD,24
2020,Bahrain Grand Prix,RAI,2,MEDIUM,16
2020,Bahrain Grand Prix,OCO,2,MEDIUM,16
2020,Bahrain Grand Prix,PER,2,MEDIUM,19
2020,Bahrain Grand Prix,RIC,2,MEDIUM,15
2020,Bahrain Grand Prix,LAT,2,MEDIUM,20
2020,Bahrain Grand Prix,ALB,2,MEDIUM,18
2020,Bahrain Grand Prix,KVY,2,SOFT,16
2020,Bahrain Grand Prix,GIO,2,MEDIUM,19
2020,Bahrain Grand Prix,VET,2,HARD,19
2020,Bahrain Grand Prix,BOT,2,MEDIUM,3
2020,Bahrain Grand Prix,HAM,2,MEDIUM,18
2020,Bahrain Grand Prix,RAI,3,HARD,23
2020,Bahrain Grand Prix,RIC,3,HARD,20
2020,Bahrain Grand Prix,SAI,3,MEDIUM,18
2020,Bahrain Grand Prix,PER,3,HARD,16
2020,Bahrain Grand Prix,BOT,3,HARD,21
2020,Bahrain Grand Prix,GIO,3,HARD,33
2020,Bahrain Grand Prix,VET,3,MEDIUM,19
2020,Bahrain Grand Prix,OCO,3,MEDIUM,17
2020,Bahrain Grand Prix,NOR,3,MEDIUM,20
2020,Bahrain Grand Prix,ALB,3,MEDIUM,15
2020,Bahrain Grand Prix,MAG,3,HARD,24
2020,Bahrain Grand Prix,VER,3,HARD,14
2020,Bahrain Grand Prix,LEC,3,HARD,17
2020,Bahrain Grand Prix,GAS,3,HARD,32
2020,Bahrain Grand Prix,LAT,3,MEDIUM,16
2020,Bahrain Grand Prix,KVY,3,HARD,16
2020,Bahrain Grand Prix,HAM,3,MEDIUM,16
2020,Bahrain Grand Prix,RUS,3,HARD,19
2020,Bahrain Grand Prix,SAI,4,HARD,18
2020,Bahrain Grand Prix,VER,4,HARD,12
2020,Bahrain Grand Prix,RUS,4,MEDIUM,17
2020,Bahrain Grand Prix,ALB,4,HARD,23
2020,Bahrain Grand Prix,VET,4,HARD,17
2020,Bahrain Grand Prix,RAI,4,MEDIUM,16
2020,Bahrain Grand Prix,BOT,4,MEDIUM,13
2020,Bahrain Grand Prix,PER,4,HARD,17
2020,Bahrain Grand Prix,GIO,4,SOFT,3
2020,Bahrain Grand Prix,OCO,4,HARD,23
2020,Bahrain Grand Prix,NOR,4,HARD,19
2020,Bahrain Grand Prix,MAG,4,HARD,26
2020,Bahrain Grand Prix,LEC,4,HARD,16
2020,Bahrain Grand Prix,LAT,4,HARD,19
2020,Bahrain Grand Prix,KVY,4,HARD,23
2020,Bahrain Grand Prix,HAM,4,HARD,22
2020,Bahrain Grand Prix,RIC,4,HARD,21
2020,Bahrain Grand Prix,MAG,5,SOFT,3
2020,Bahrain Grand Prix,VER,5,MEDIUM,11
2020,Bahrain Grand Prix,BOT,5,MEDIUM,19
2020,Sakhir Grand Prix,AIT,1,MEDIUM,31
2020,Sakhir Grand Prix,VET,1,MEDIUM,31
2020,Sakhir Grand Prix,VER,1,SOFT,1
2020,Sakhir Grand Prix,STR,1,SOFT,42
2020,Sakhir Grand Prix,SAI,1,SOFT,28
2020,Sakhir Grand Prix,RUS,1,MEDIUM,45
2020,Sakhir Grand Prix,RIC,1,SOFT,29
2020,Sakhir Grand Prix,RAI,1,MEDIUM,23
2020,Sakhir Grand Prix,PER,1,SOFT,1
2020,Sakhir Grand Prix,OCO,1,MEDIUM,41
2020,Sakhir Grand Prix,MAG,1,SOFT,26
2020,Sakhir Grand Prix,LEC,1,SOFT,1
2020,Sakhir Grand Prix,LAT,1,SOFT,27
2020,Sakhir Grand Prix,KVY,1,SOFT,27
2020,Sakhir Grand Prix,GIO,1,MEDIUM,26
2020,Sakhir Grand Prix,NOR,1,SOFT,20
2020,Sakhir Grand Prix,BOT,1,MEDIUM,49
2020,Sakhir Grand Prix,GAS,1,SOFT,28
2020,Sakhir Grand Prix,ALB,1,MEDIUM,47
2020,Sakhir Grand Prix,FIT,1,SOFT,31
2020,Sakhir Grand Prix,ALB,2,HARD,15
2020,Sakhir Grand Prix,RAI,2,HARD,31
2020,Sakhir Grand Prix,GAS,2,MEDIUM,23
2020,Sakhir Grand Prix,RUS,2,HARD,17
2020,Sakhir Grand Prix,PER,2,MEDIUM,46
2020,Sakhir Grand Prix,BOT,2,HARD,13
2020,Sakhir Grand Prix,OCO,2,HARD,46
2020,Sakhir Grand Prix,NOR,2,MEDIUM,34
2020,Sakhir Grand Prix,SAI,2,MEDIUM,27
2020,Sakhir Grand Prix,RIC,2,MEDIUM,26
2020,Sakhir Grand Prix,MAG,2,MEDIUM,28
2020,Sakhir Grand Prix,FIT,2,MEDIUM,22
2020,Sakhir Grand Prix,LAT,2,MEDIUM,25
2020,Sakhir Grand Prix,STR,2,MEDIUM,45
2020,Sakhir Grand Prix,KVY,2,MEDIUM,26
2020,Sakhir Grand Prix,AIT,2,HARD,23
2020,Sakhir Grand Prix,VET,2,HARD,23
2020,Sakhir Grand Prix,GIO,2,HARD,28
2020,Sakhir Grand Prix,RUS,3,MEDIUM,1
2020,Sakhir Grand Prix,AIT,3,MEDIUM,5
2020,Sakhir Grand Prix,RIC,3,HARD,32
2020,Sakhir Grand Prix,SAI,3,MEDIUM,32
2020,Sakhir Grand Prix,GAS,3,HARD,36
2020,Sakhir Grand Prix,RAI,3,MEDIUM,8
2020,Sakhir Grand Prix,PER,3,HARD,40
2020,Sakhir Grand Prix,BOT,3,HARD,25
2020,Sakhir Grand Prix,NOR,3,MEDIUM,33
2020,Sakhir Grand Prix,VET,3,SOFT,9
2020,Sakhir Grand Prix,MAG,3,SOFT,33
2020,Sakhir Grand Prix,FIT,3,SOFT,10
2020,Sakhir Grand Prix,KVY,3,HARD,34
2020,Sakhir Grand Prix,GIO,3,MEDIUM,33
2020,Sakhir Grand Prix,ALB,3,SOFT,25
2020,Sakhir Grand Prix,RAI,4,SOFT,25
2020,Sakhir Grand Prix,RUS,4,MEDIUM,15
2020,Sakhir Grand Prix,AIT,4,SOFT,28
2020,Sakhir Grand Prix,FIT,4,SOFT,24
2020,Sakhir Grand Prix,VET,4,SOFT,24
2020,Sakhir Grand Prix,RUS,5,SOFT,9
2020,Abu Dhabi Grand Prix,ALB,1,SOFT,10
2020,Abu Dhabi Grand Prix,VER,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,STR,1,SOFT,10
2020,Abu Dhabi Grand Prix,SAI,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,RUS,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,RIC,1,HARD,39
2020,Abu Dhabi Grand Prix,RAI,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,PER,1,HARD,8
2020,Abu Dhabi Grand Prix,OCO,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,NOR,1,SOFT,10
2020,Abu Dhabi Grand Prix,VET,1,HARD,35
2020,Abu Dhabi Grand Prix,LEC,1,MEDIUM,22
2020,Abu Dhabi Grand Prix,LAT,1,MEDIUM,11
2020,Abu Dhabi Grand Prix,KVY,1,SOFT,10
2020,Abu Dhabi Grand Prix,MAG,1,HARD,31
2020,Abu Dhabi Grand Prix,HAM,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,BOT,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,GIO,1,MEDIUM,27
2020,Abu Dhabi Grand Prix,FIT,1,MEDIUM,10
2020,Abu Dhabi Grand Prix,GAS,1,SOFT,10
2020,Abu Dhabi Grand Prix,KVY,2,HARD,44
2020,Abu Dhabi Grand Prix,VER,2,HARD,45
2020,Abu Dhabi Grand Prix,ALB,2,HARD,45
2020,Abu Dhabi Grand Prix,STR,2,HARD,45
2020,Abu Dhabi Grand Prix,SAI,2,HARD,45
2020,Abu Dhabi Grand Prix,BOT,2,HARD,45
2020,Abu Dhabi Grand Prix,RUS,2,HARD,44
2020,Abu Dhabi Grand Prix,RIC,2,MEDIUM,16
2020,Abu Dhabi Grand Prix,FIT,2,HARD,24
2020,Abu Dhabi Grand Prix,RAI,2,HARD,44
2020,Abu Dhabi Grand Prix,VET,2,MEDIUM,19
2020,Abu Dhabi Grand Prix,HAM,2,HARD,45
2020,Abu Dhabi Grand Prix,OCO,2,HARD,45
2020,Abu Dhabi Grand Prix,NOR,2,HARD,45
2020,Abu Dhabi Grand Prix,GAS,2,HARD,45
2020,Abu Dhabi Grand Prix,MAG,2,MEDIUM,16
2020,Abu Dhabi Grand Prix,LEC,2,HARD,32
2020,Abu Dhabi Grand Prix,GIO,2,HARD,27
2020,Abu Dhabi Grand Prix,LAT,2,HARD,24
2020,Abu Dhabi Grand Prix,MAG,3,MEDIUM,7
2020,Abu Dhabi Grand Prix,LAT,3,MEDIUM,19
2020,Abu Dhabi Grand Prix,FIT,3,MEDIUM,14
2020,Abu Dhabi Grand Prix,FIT,4,SOFT,5
2021,Bahrain Grand Prix,ALO,1,SOFT,11
2021,Bahrain Grand Prix,OCO,1,SOFT,13
2021,Bahrain Grand Prix,MSC,1,MEDIUM,14
2021,Bahrain Grand Prix,MAZ,1,MEDIUM,1
2021,Bahrain Grand Prix,LEC,1,SOFT,12
2021,Bahrain Grand Prix,RAI,1,MEDIUM,13
2021,Bahrain Grand Prix,LAT,1,SOFT,14
2021,Bahrain Grand Prix,RIC,1,SOFT,13
2021,Bahrain Grand Prix,HAM,1,MEDIUM,13
2021,Bahrain Grand Prix,VET,1,MEDIUM,24
2021,Bahrain Grand Prix,GIO,1,MEDIUM,12
2021,Bahrain Grand Prix,RUS,1,SOFT,13
2021,Bahrain Grand Prix,STR,1,SOFT,12
2021,Bahrain Grand Prix,GAS,1,MEDIUM,4
2021,Bahrain Grand Prix,TSU,1,MEDIUM,15
2021,Bahrain Grand Prix,BOT,1,MEDIUM,16
2021,Bahrain Grand Prix,VER,1,MEDIUM,17
2021,Bahrain Grand Prix,SAI,1,SOFT,15
2021,Bahrain Grand Prix,NOR,1,SOFT,12
2021,Bahrain Grand Prix,RUS,2,MEDIUM,23
2021,Bahrain Grand Prix,SAI,2,MEDIUM,22
2021,Bahrain Grand Prix,RIC,2,MEDIUM,19
2021,Bahrain Grand Prix,STR,2,MEDIUM,16
2021,Bahrain Grand Prix,RAI,2,HARD,16
2021,Bahrain Grand Prix,TSU,2,HARD,18
2021,Bahrain Grand Prix,PER,2,MEDIUM,2
2021,Bahrain Grand Prix,OCO,2,MEDIUM,18
2021,Bahrain Grand Prix,VER,2,MEDIUM,22
2021,Bahrain Grand Prix,VET,2,HARD,31
2021,Bahrain Grand Prix,GIO,2,HARD,18
2021,Bahrain Grand Prix,MSC,2,MEDIUM,19
2021,Bahrain Grand Prix,ALO,2,MEDIUM,18
2021,Bahrain Grand Prix,LEC,2,MEDIUM,20
2021,Bahrain Grand Prix,BOT,2,HARD,14
2021,Bahrain Grand Prix,LAT,2,MEDIUM,18
2021,Bahrain Grand Prix,HAM,2,HARD,15
2021,Bahrain Grand Prix,GAS,2,HARD,15
2021,Bahrain Grand Prix,NOR,2,MEDIUM,21
2021,Bahrain Grand Prix,VER,3,HARD,17
2021,Bahrain Grand Prix,ALO,3,HARD,3
2021,Bahrain Grand Prix,TSU,3,HARD,23
2021,Bahrain Grand Prix,BOT,3,HARD,24
2021,Bahrain Grand Prix,STR,3,HARD,28
2021,Bahrain Grand Prix,SAI,3,HARD,19
2021,Bahrain Grand Prix,GAS,3,MEDIUM,20
2021,Bahrain Grand Prix,MSC,3,HARD,22
2021,Bahrain Grand Prix,RUS,3,MEDIUM,19
2021,Bahrain Grand Prix,GIO,3,MEDIUM,25
2021,Bahrain Grand Prix,RIC,3,HARD,24
2021,Bahrain Grand Prix,HAM,3,HARD,28
2021,Bahrain Grand Prix,RAI,3,MEDIUM,27
2021,Bahrain Grand Prix,LAT,3,MEDIUM,19
2021,Bahrain Grand Prix,PER,3,HARD,36
2021,Bahrain Grand Prix,OCO,3,HARD,24
2021,Bahrain Grand Prix,LEC,3,HARD,24
2021,Bahrain Grand Prix,NOR,3,HARD,23
2021,Bahrain Grand Prix,BOT,4,MEDIUM,2
2021,Bahrain Grand Prix,PER,4,MEDIUM,18
2021,Bahrain Grand Prix,GAS,4,HARD,13
2021,Emilia Romagna Grand Prix,ALO,1,INTERMEDIATE,28
2021,Emilia Romagna Grand Prix,RAI,1,INTERMEDIATE,26
2021,Emilia Romagna Grand Prix,RIC,1,INTERMEDIATE,27
2021,Emilia Romagna Grand Prix,OCO,1,WET,1
2021,Emilia Romagna Grand Prix,NOR,1,INTERMEDIATE,28
2021,Emilia Romagna Grand Prix,RUS,1,INTERMEDIATE,26
2021,Emilia Romagna Grand Prix,MSC,1,WET,5
2021,Emilia Romagna Grand Prix,SAI,1,INTERMEDIATE,27
2021,Emilia Romagna Grand Prix,MAZ,1,WET,12
2021,Emilia Romagna Grand Prix,STR,1,INTERMEDIATE,27
2021,Emilia Romagna Grand Prix,PER,1,INTERMEDIATE,28
2021,Emilia Romagna Grand Prix,LAT,1,INTERMEDIATE,1
2021,Emilia Romagna Grand Prix,TSU,1,INTERMEDIATE,25
2021,Emilia Romagna Grand Prix,HAM,1,INTERMEDIATE,28
2021,Emilia Romagna Grand Prix,LEC,1,INTERMEDIATE,28
2021,Emilia Romagna Grand Prix,GAS,1,WET,14
2021,Emilia Romagna Grand Prix,VER,1,INTERMEDIATE,27
2021,Emilia Romagna Grand Prix,GIO,1,INTERMEDIATE,27
2021,Emilia Romagna Grand Prix,BOT,1,INTERMEDIATE,28
2021,Emilia Romagna Grand Prix,VET,1,INTERMEDIATE,3
2021,Emilia Romagna Grand Prix,ALO,2,MEDIUM,4
2021,Emilia Romagna Grand Prix,RAI,2,MEDIUM,6
2021,Emilia Romagna Grand Prix,OCO,2,INTERMEDIATE,26
2021,Emilia Romagna Grand Prix,VET,2,INTERMEDIATE,17
2021,Emilia Romagna Grand Prix,RIC,2,MEDIUM,6
2021,Emilia Romagna Grand Prix,NOR,2,MEDIUM,5
2021,Emilia Romagna Grand Prix,BOT,2,MEDIUM,3
2021,Emilia Romagna Grand Prix,RUS,2,MEDIUM,5
2021,Emilia Romagna Grand Prix,MSC,2,INTERMEDIATE,16
2021,Emilia Romagna Grand Prix,TSU,2,MEDIUM,7
2021,Emilia Romagna Grand Prix,SAI,2,MEDIUM,6
2021,Emilia Romagna Grand Prix,MAZ,2,INTERMEDIATE,11
2021,Emilia Romagna Grand Prix,LEC,2,MEDIUM,5
2021,Emilia Romagna Grand Prix,VER,2,MEDIUM,6
2021,Emilia Romagna Grand Prix,STR,2,MEDIUM,5
2021,Emilia Romagna Grand Prix,GIO,2,MEDIUM,5
2021,Emilia Romagna Grand Prix,HAM,2,MEDIUM,3
2021,Emilia Romagna Grand Prix,GAS,2,INTERMEDIATE,12
2021,Emilia Romagna Grand Prix,PER,2,MEDIUM,5
2021,Emilia Romagna Grand Prix,TSU,3,SOFT,1
2021,Emilia Romagna Grand Prix,SAI,3,MEDIUM,30
2021,Emilia Romagna Grand Prix,RIC,3,SOFT,30
2021,Emilia Romagna Grand Prix,VER,3,MEDIUM,30
2021,Emilia Romagna Grand Prix,STR,3,MEDIUM,1
2021,Emilia Romagna Grand Prix,VET,3,MEDIUM,2
2021,Emilia Romagna Grand Prix,RAI,3,MEDIUM,1
2021,Emilia Romagna Grand Prix,NOR,3,SOFT,30
2021,Emilia Romagna Grand Prix,GAS,3,MEDIUM,6
2021,Emilia Romagna Grand Prix,OCO,3,MEDIUM,4
2021,Emilia Romagna Grand Prix,GIO,3,MEDIUM,1
2021,Emilia Romagna Grand Prix,MSC,3,SOFT,10
2021,Emilia Romagna Grand Prix,HAM,3,MEDIUM,1
2021,Emilia Romagna Grand Prix,MAZ,3,SOFT,8
2021,Emilia Romagna Grand Prix,LEC,3,MEDIUM,30
2021,Emilia Romagna Grand Prix,ALO,3,MEDIUM,1
2021,Emilia Romagna Grand Prix,PER,3,SOFT,30
2021,Emilia Romagna Grand Prix,HAM,4,MEDIUM,1
2021,Emilia Romagna Grand Prix,ALO,4,MEDIUM,30
2021,Emilia Romagna Grand Prix,GAS,4,MEDIUM,1
2021,Emilia Romagna Grand Prix,TSU,4,SOFT,30
2021,Emilia Romagna Grand Prix,GIO,4,MEDIUM,7
2021,Emilia Romagna Grand Prix,STR,4,MEDIUM,30
2021,Emilia Romagna Grand Prix,VET,4,MEDIUM,10
2021,Emilia Romagna Grand Prix,MSC,4,MEDIUM,1
2021,Emilia Romagna Grand Prix,RAI,4,MEDIUM,30
2021,Emilia Romagna Grand Prix,OCO,4,SOFT,1
2021,Emilia Romagna Grand Prix,MAZ,4,MEDIUM,1
2021,Emilia Romagna Grand Prix,MAZ,5,MEDIUM,29
2021,Emilia Romagna Grand Prix,GIO,5,MEDIUM,22
2021,Emilia Romagna Grand Prix,MSC,5,MEDIUM,29
2021,Emilia Romagna Grand Prix,VET,5,SOFT,1
2021,Emilia Romagna Grand Prix,GAS,5,MEDIUM,30
2021,Emilia Romagna Grand Prix,OCO,5,MEDIUM,1
2021,Emilia Romagna Grand Prix,HAM,5,MEDIUM,30
2021,Emilia Romagna Grand Prix,OCO,6,MEDIUM,30
2021,Emilia Romagna Grand Prix,VET,6,SOFT,28
2021,Portuguese Grand Prix,ALO,1,MEDIUM,2
2021,Portuguese Grand Prix,NOR,1,SOFT,2
2021,Portuguese Grand Prix,LEC,1,MEDIUM,2
2021,Portuguese Grand Prix,OCO,1,SOFT,2
2021,Portuguese Grand Prix,PER,1,MEDIUM,2
2021,Portuguese Grand Prix,LAT,1,MEDIUM,2
2021,Portuguese Grand Prix,RAI,1,SOFT,1
2021,Portuguese Grand Prix,RIC,1,MEDIUM,2
2021,Portuguese Grand Prix,HAM,1,MEDIUM,2
2021,Portuguese Grand Prix,RUS,1,MEDIUM,2
2021,Portuguese Grand Prix,MSC,1,MEDIUM,2
2021,Portuguese Grand Prix,GIO,1,MEDIUM,2
2021,Portuguese Grand Prix,MAZ,1,MEDIUM,2
2021,Portuguese Grand Prix,VER,1,MEDIUM,2
2021,Portuguese Grand Prix,STR,1,SOFT,2
2021,Portuguese Grand Prix,GAS,1,SOFT,2
2021,Portuguese Grand Prix,TSU,1,MEDIUM,2
2021,Portuguese Grand Prix,VET,1,SOFT,2
2021,Portuguese Grand Prix,SAI,1,SOFT,2
2021,Portuguese Grand Prix,BOT,1,MEDIUM,2
2021,Portuguese Grand Prix,MSC,2,MEDIUM,1
2021,Portuguese Grand Prix,VET,2,SOFT,1
2021,Portuguese Grand Prix,VER,2,MEDIUM,1
2021,Portuguese Grand Prix,SAI,2,SOFT,1
2021,Portuguese Grand Prix,PER,2,MEDIUM,1
2021,Portuguese Grand Prix,TSU,2,MEDIUM,1
2021,Portuguese Grand Prix,STR,2,SOFT,1
2021,Portuguese Grand Prix,RIC,2,MEDIUM,1
2021,Portuguese Grand Prix,OCO,2,SOFT,1
2021,Portuguese Grand Prix,RUS,2,MEDIUM,1
2021,Portuguese Grand Prix,NOR,2,SOFT,1
2021,Portuguese Grand Prix,GAS,2,SOFT,1
2021,Portuguese Grand Prix,ALO,2,MEDIUM,1
2021,Portuguese Grand Prix,LAT,2,MEDIUM,1
2021,Portuguese Grand Prix,BOT,2,MEDIUM,1
2021,Portuguese Grand Prix,MAZ,2,MEDIUM,1
2021,Portuguese Grand Prix,GIO,2,MEDIUM,1
2021,Portuguese Grand Prix,LEC,2,MEDIUM,1
2021,Portuguese Grand Prix,HAM,2,MEDIUM,1
2021,Portuguese Grand Prix,RIC,3,MEDIUM,38
2021,Portuguese Grand Prix,RUS,3,MEDIUM,25
2021,Portuguese Grand Prix,GAS,3,SOFT,21
2021,Portuguese Grand Prix,MAZ,3,MEDIUM,28
2021,Portuguese Grand Prix,STR,3,SOFT,36
2021,Portuguese Grand Prix,BOT,3,MEDIUM,33
2021,Portuguese Grand Prix,TSU,3,MEDIUM,18
2021,Portuguese Grand Prix,VER,3,MEDIUM,32
2021,Portuguese Grand Prix,ALO,3,MEDIUM,37
2021,Portuguese Grand Prix,SAI,3,SOFT,18
2021,Portuguese Grand Prix,HAM,3,MEDIUM,34
2021,Portuguese Grand Prix,GIO,3,MEDIUM,19
2021,Portuguese Grand Prix,PER,3,MEDIUM,48
2021,Portuguese Grand Prix,LEC,3,MEDIUM,22
2021,Portuguese Grand Prix,MSC,3,MEDIUM,29
2021,Portuguese Grand Prix,NOR,3,SOFT,19
2021,Portuguese Grand Prix,LAT,3,MEDIUM,21
2021,Portuguese Grand Prix,VET,3,SOFT,19
2021,Portuguese Grand Prix,OCO,3,SOFT,19
2021,Portuguese Grand Prix,OCO,4,HARD,44
2021,Portuguese Grand Prix,MAZ,4,HARD,12
2021,Portuguese Grand Prix,VER,4,HARD,29
2021,Portuguese Grand Prix,LEC,4,HARD,41
2021,Portuguese Grand Prix,ALO,4,HARD,26
2021,Portuguese Grand Prix,GIO,4,HARD,43
2021,Portuguese Grand Prix,TSU,4,HARD,44
2021,Portuguese Grand Prix,HAM,4,HARD,29
2021,Portuguese Grand Prix,BOT,4,HARD,27
2021,Portuguese Grand Prix,MSC,4,HARD,32
2021,Portuguese Grand Prix,PER,4,SOFT,15
2021,Portuguese Grand Prix,RIC,4,HARD,25
2021,Portuguese Grand Prix,SAI,4,MEDIUM,45
2021,Portuguese Grand Prix,NOR,4,MEDIUM,44
2021,Portuguese Grand Prix,LAT,4,HARD,40
2021,Portuguese Grand Prix,GAS,4,MEDIUM,42
2021,Portuguese Grand Prix,RUS,4,HARD,37
2021,Portuguese Grand Prix,STR,4,MEDIUM,26
2021,Portuguese Grand Prix,VET,4,MEDIUM,43
2021,Portuguese Grand Prix,BOT,5,SOFT,3
2021,Portuguese Grand Prix,VER,5,SOFT,2
2021,Portuguese Grand Prix,MAZ,5,SOFT,21
2021,Spanish Grand Prix,ALO,1,SOFT,21
2021,Spanish Grand Prix,VET,1,SOFT,21
2021,Spanish Grand Prix,VER,1,SOFT,24
2021,Spanish Grand Prix,TSU,1,SOFT,6
2021,Spanish Grand Prix,STR,1,SOFT,22
2021,Spanish Grand Prix,SAI,1,SOFT,22
2021,Spanish Grand Prix,RUS,1,SOFT,9
2021,Spanish Grand Prix,RIC,1,SOFT,25
2021,Spanish Grand Prix,RAI,1,MEDIUM,37
2021,Spanish Grand Prix,PER,1,SOFT,27
2021,Spanish Grand Prix,OCO,1,SOFT,23
2021,Spanish Grand Prix,MSC,1,SOFT,23
2021,Spanish Grand Prix,MAZ,1,SOFT,22
2021,Spanish Grand Prix,LEC,1,SOFT,28
2021,Spanish Grand Prix,LAT,1,SOFT,9
2021,Spanish Grand Prix,NOR,1,SOFT,23
2021,Spanish Grand Prix,GAS,1,SOFT,18
2021,Spanish Grand Prix,HAM,1,SOFT,28
2021,Spanish Grand Prix,BOT,1,SOFT,23
2021,Spanish Grand Prix,GIO,1,SOFT,8
2021,Spanish Grand Prix,LAT,2,MEDIUM,18
2021,Spanish Grand Prix,SAI,2,MEDIUM,24
2021,Spanish Grand Prix,RIC,2,MEDIUM,21
2021,Spanish Grand Prix,GAS,2,MEDIUM,29
2021,Spanish Grand Prix,RAI,2,SOFT,28
2021,Spanish Grand Prix,BOT,2,MEDIUM,30
2021,Spanish Grand Prix,PER,2,MEDIUM,30
2021,Spanish Grand Prix,OCO,2,MEDIUM,42
2021,Spanish Grand Prix,GIO,2,MEDIUM,31
2021,Spanish Grand Prix,STR,2,MEDIUM,17
2021,Spanish Grand Prix,NOR,2,MEDIUM,28
2021,Spanish Grand Prix,VET,2,MEDIUM,17
2021,Spanish Grand Prix,MSC,2,MEDIUM,27
2021,Spanish Grand Prix,MAZ,2,MEDIUM,20
2021,Spanish Grand Prix,VER,2,MEDIUM,36
2021,Spanish Grand Prix,LEC,2,MEDIUM,30
2021,Spanish Grand Prix,HAM,2,MEDIUM,14
2021,Spanish Grand Prix,ALO,2,MEDIUM,40
2021,Spanish Grand Prix,RUS,2,MEDIUM,19
2021,Spanish Grand Prix,STR,3,SOFT,26
2021,Spanish Grand Prix,ALO,3,SOFT,4
2021,Spanish Grand Prix,SAI,3,SOFT,20
2021,Spanish Grand Prix,VER,3,SOFT,6
2021,Spanish Grand Prix,BOT,3,SOFT,13
2021,Spanish Grand Prix,GAS,3,SOFT,18
2021,Spanish Grand Prix,RIC,3,SOFT,20
2021,Spanish Grand Prix,HAM,3,MEDIUM,24
2021,Spanish Grand Prix,PER,3,SOFT,9
2021,Spanish Grand Prix,NOR,3,SOFT,14
2021,Spanish Grand Prix,MSC,3,MEDIUM,14
2021,Spanish Grand Prix,GIO,3,SOFT,26
2021,Spanish Grand Prix,MAZ,3,MEDIUM,22
2021,Spanish Grand Prix,LEC,3,SOFT,8
2021,Spanish Grand Prix,LAT,3,MEDIUM,23
2021,Spanish Grand Prix,RUS,3,MEDIUM,37
2021,Spanish Grand Prix,VET,3,SOFT,27
2021,Spanish Grand Prix,LAT,4,SOFT,15
2021,Monaco Grand Prix,ALO,1,MEDIUM,45
2021,Monaco Grand Prix,VER,1,SOFT,34
2021,Monaco Grand Prix,TSU,1,HARD,64
2021,Monaco Grand Prix,STR,1,HARD,58
2021,Monaco Grand Prix,SAI,1,SOFT,32
2021,Monaco Grand Prix,RUS,1,MEDIUM,31
2021,Monaco Grand Prix,RIC,1,MEDIUM,36
2021,Monaco Grand Prix,RAI,1,MEDIUM,43
2021,Monaco Grand Prix,PER,1,SOFT,35
2021,Monaco Grand Prix,VET,1,SOFT,31
2021,Monaco Grand Prix,NOR,1,SOFT,30
2021,Monaco Grand Prix,MSC,1,SOFT,37
2021,Monaco Grand Prix,MAZ,1,SOFT,34
